ID,Assignments (100),Midterm (100),Final (100),Assignments (30%),Midterm (35%),Final (35%),Total (100%),Grade,Range,Total of A,Assignment of A,Midterm of A,Final of A,Assignment A (30),Midterm 30,final 35,Assignment B (30),Midterm B 30,final 35,meanA,meanB+,meanB,meanC+,meanC,meanD+,meanD,meanF
XX01247,70,60,100,21,21,35,77,B+,71-80, , , , , , , , , , , ,77, , , , , , 
XX01248,30,3,95,9,1.05,33.25,43,F,41-50, , , , , , , ,9,1.05,33.25, , , , , , , ,43
XX01249,100,27,25,30,9.45,8.75,48,F,41-50, , , , , , , ,30,9.45,8.75, , , , , , , ,48
XX01250,47,73,25,14.1,25.55,8.75,48,F,41-50, , , , , , , ,14.1,25.55,8.75, , , , , , , ,48
XX01251,10,3,95,3,1.05,33.25,37,F,31-40, , , , , , , ,3,1.05,33.25, , , , , , , ,37
XX01252,10,30,32,3,10.5,11.2,25,F,21-30, , , , , , , ,3,10.5,11.2, , , , , , , ,25
XX01253,53,80,52,15.9,28,18.2,62,C,61-70, , , , , , , , , , , , , , ,62, , , 
XX01254,60,3,40,18,1.05,14,33,F,31-40, , , , , , , ,18,1.05,14, , , , , , , ,33
XX01255,10,47,60,3,16.45,21,40,F,31-40, , , , , , , ,3,16.45,21, , , , , , , ,40
XX01256,0,47,65,0,16.45,22.75,39,F,31-40, , , , , , , ,0,16.45,22.75, , , , , , , ,39
XX01257,47,63,52,14.1,22.05,18.2,54,D,51-60, , , , ,14.1,22.05,18.2, , , , , , , , , ,54, 
XX01258,57,43,20,17.1,15.05,7,39,F,31-40, , , , , , , ,17.1,15.05,7, , , , , , , ,39
XX01259,37,7,88,11.1,2.45,30.8,44,F,41-50, , , , , , , ,11.1,2.45,30.8, , , , , , , ,44
XX01260,0,50,25,0,17.5,8.75,26,F,21-30, , , , , , , ,0,17.5,8.75, , , , , , , ,26
XX01261,50,97,62,15,33.95,21.7,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX01262,17,7,20,5.1,2.45,7,15,F,11-20, , , , , , , ,5.1,2.45,7, , , , , , , ,15
XX01263,20,50,28,6,17.5,9.8,33,F,31-40, , , , , , , ,6,17.5,9.8, , , , , , , ,33
XX01264,73,10,68,21.9,3.5,23.8,49,F,41-50, , , , , , , ,21.9,3.5,23.8, , , , , , , ,49
XX01265,0,67,65,0,23.45,22.75,46,F,41-50, , , , , , , ,0,23.45,22.75, , , , , , , ,46
XX01266,87,0,78,26.1,0,27.3,53,D,51-60, , , , ,26.1,0,27.3, , , , , , , , , ,53, 
XX01267,20,47,35,6,16.45,12.25,35,F,31-40, , , , , , , ,6,16.45,12.25, , , , , , , ,35
XX01268,13,20,22,3.9,7,7.7,19,F,11-20, , , , , , , ,3.9,7,7.7, , , , , , , ,19
XX01269,33,53,70,9.9,18.55,24.5,53,D,51-60, , , , ,9.9,18.55,24.5, , , , , , , , , ,53, 
XX01270,80,57,45,24,19.95,15.75,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX01271,53,40,85,15.9,14,29.75,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX01272,3,63,98,0.9,22.05,34.3,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX01273,33,93,42,9.9,32.55,14.7,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX01274,90,23,92,27,8.05,32.2,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX01275,97,20,0,29.1,7,0,36,F,31-40, , , , , , , ,29.1,7,0, , , , , , , ,36
XX01276,10,3,38,3,1.05,13.3,17,F,11-20, , , , , , , ,3,1.05,13.3, , , , , , , ,17
XX01277,17,43,28,5.1,15.05,9.8,30,F,21-30, , , , , , , ,5.1,15.05,9.8, , , , , , , ,30
XX01278,17,23,65,5.1,8.05,22.75,36,F,31-40, , , , , , , ,5.1,8.05,22.75, , , , , , , ,36
XX01279,7,83,25,2.1,29.05,8.75,40,F,31-40, , , , , , , ,2.1,29.05,8.75, , , , , , , ,40
XX01280,0,3,50,0,1.05,17.5,19,F,11-20, , , , , , , ,0,1.05,17.5, , , , , , , ,19
XX01281,47,40,85,14.1,14,29.75,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX01282,87,47,10,26.1,16.45,3.5,46,F,41-50, , , , , , , ,26.1,16.45,3.5, , , , , , , ,46
XX01283,83,0,22,24.9,0,7.7,33,F,31-40, , , , , , , ,24.9,0,7.7, , , , , , , ,33
XX01284,33,30,2,9.9,10.5,0.7,21,F,21-30, , , , , , , ,9.9,10.5,0.7, , , , , , , ,21
XX01285,67,80,8,20.1,28,2.8,51,D,51-60, , , , ,20.1,28,2.8, , , , , , , , , ,51, 
XX01286,30,27,25,9,9.45,8.75,27,F,21-30, , , , , , , ,9,9.45,8.75, , , , , , , ,27
XX01287,100,30,8,30,10.5,2.8,43,F,41-50, , , , , , , ,30,10.5,2.8, , , , , , , ,43
XX01288,27,23,98,8.1,8.05,34.3,50,D,41-50, , , , ,8.1,8.05,34.3, , , , , , , , , ,50, 
XX01289,90,47,22,27,16.45,7.7,51,D,51-60, , , , ,27,16.45,7.7, , , , , , , , , ,51, 
XX01290,90,27,55,27,9.45,19.25,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX01291,20,100,57,6,35,19.95,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX01292,77,40,25,23.1,14,8.75,46,F,41-50, , , , , , , ,23.1,14,8.75, , , , , , , ,46
XX01293,63,63,95,18.9,22.05,33.25,74,B,71-80, , , , , , , , , , , , ,74, , , , , 
XX01294,100,50,35,30,17.5,12.25,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX01295,43,33,52,12.9,11.55,18.2,43,F,41-50, , , , , , , ,12.9,11.55,18.2, , , , , , , ,43
XX01296,20,100,10,6,35,3.5,45,F,41-50, , , , , , , ,6,35,3.5, , , , , , , ,45
XX01297,87,3,52,26.1,1.05,18.2,45,F,41-50, , , , , , , ,26.1,1.05,18.2, , , , , , , ,45
XX01298,47,100,15,14.1,35,5.25,54,D,51-60, , , , ,14.1,35,5.25, , , , , , , , , ,54, 
XX01299,13,100,22,3.9,35,7.7,47,F,41-50, , , , , , , ,3.9,35,7.7, , , , , , , ,47
XX01300,20,30,25,6,10.5,8.75,25,F,21-30, , , , , , , ,6,10.5,8.75, , , , , , , ,25
XX01301,10,87,10,3,30.45,3.5,37,F,31-40, , , , , , , ,3,30.45,3.5, , , , , , , ,37
XX01302,57,57,2,17.1,19.95,0.7,38,F,31-40, , , , , , , ,17.1,19.95,0.7, , , , , , , ,38
XX01303,17,63,90,5.1,22.05,31.5,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX01304,73,20,80,21.9,7,28,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX01305,20,53,35,6,18.55,12.25,37,F,31-40, , , , , , , ,6,18.55,12.25, , , , , , , ,37
XX01306,93,57,95,27.9,19.95,33.25,81,A,81-90,81,93,57,95, , , , , , ,81, , , , , , , 
XX01307,47,87,20,14.1,30.45,7,52,D,51-60, , , , ,14.1,30.45,7, , , , , , , , , ,52, 
XX01308,7,67,70,2.1,23.45,24.5,50,D,41-50, , , , ,2.1,23.45,24.5, , , , , , , , , ,50, 
XX01309,23,47,88,6.9,16.45,30.8,54,D,51-60, , , , ,6.9,16.45,30.8, , , , , , , , , ,54, 
XX01310,63,63,68,18.9,22.05,23.8,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX01311,87,90,35,26.1,31.5,12.25,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX01312,40,30,98,12,10.5,34.3,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX01313,77,67,100,23.1,23.45,35,82,A,81-90,82,77,67,100, , , , , , ,82, , , , , , , 
XX01314,23,23,68,6.9,8.05,23.8,39,F,31-40, , , , , , , ,6.9,8.05,23.8, , , , , , , ,39
XX01315,83,77,52,24.9,26.95,18.2,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX01316,3,60,18,0.9,21,6.3,28,F,21-30, , , , , , , ,0.9,21,6.3, , , , , , , ,28
XX01317,30,57,68,9,19.95,23.8,53,D,51-60, , , , ,9,19.95,23.8, , , , , , , , , ,53, 
XX01318,0,3,60,0,1.05,21,22,F,21-30, , , , , , , ,0,1.05,21, , , , , , , ,22
XX01319,87,87,88,26.1,30.45,30.8,87,A,81-90,87,87,87,88, , , , , , ,87, , , , , , , 
XX01320,47,43,38,14.1,15.05,13.3,42,F,41-50, , , , , , , ,14.1,15.05,13.3, , , , , , , ,42
XX01321,37,0,48,11.1,0,16.8,28,F,21-30, , , , , , , ,11.1,0,16.8, , , , , , , ,28
XX01322,33,70,50,9.9,24.5,17.5,52,D,51-60, , , , ,9.9,24.5,17.5, , , , , , , , , ,52, 
XX01323,3,40,72,0.9,14,25.2,40,F,31-40, , , , , , , ,0.9,14,25.2, , , , , , , ,40
XX01324,13,23,72,3.9,8.05,25.2,37,F,31-40, , , , , , , ,3.9,8.05,25.2, , , , , , , ,37
XX01325,63,47,80,18.9,16.45,28,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX01326,77,3,85,23.1,1.05,29.75,54,D,51-60, , , , ,23.1,1.05,29.75, , , , , , , , , ,54, 
XX01327,40,100,92,12,35,32.2,79,B+,71-80, , , , , , , , , , , ,79, , , , , , 
XX01328,7,90,10,2.1,31.5,3.5,37,F,31-40, , , , , , , ,2.1,31.5,3.5, , , , , , , ,37
XX01329,3,90,100,0.9,31.5,35,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX01330,60,80,2,18,28,0.7,47,F,41-50, , , , , , , ,18,28,0.7, , , , , , , ,47
XX01331,7,60,40,2.1,21,14,37,F,31-40, , , , , , , ,2.1,21,14, , , , , , , ,37
XX01332,13,17,85,3.9,5.95,29.75,40,F,31-40, , , , , , , ,3.9,5.95,29.75, , , , , , , ,40
XX01333,83,7,28,24.9,2.45,9.8,37,F,31-40, , , , , , , ,24.9,2.45,9.8, , , , , , , ,37
XX01334,43,50,72,12.9,17.5,25.2,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX01335,40,3,90,12,1.05,31.5,45,F,41-50, , , , , , , ,12,1.05,31.5, , , , , , , ,45
XX01336,63,23,32,18.9,8.05,11.2,38,F,31-40, , , , , , , ,18.9,8.05,11.2, , , , , , , ,38
XX01337,30,53,8,9,18.55,2.8,30,F,21-30, , , , , , , ,9,18.55,2.8, , , , , , , ,30
XX01338,90,90,55,27,31.5,19.25,78,B+,71-80, , , , , , , , , , , ,78, , , , , , 
XX01339,53,10,68,15.9,3.5,23.8,43,F,41-50, , , , , , , ,15.9,3.5,23.8, , , , , , , ,43
XX01340,93,47,18,27.9,16.45,6.3,51,D,51-60, , , , ,27.9,16.45,6.3, , , , , , , , , ,51, 
XX01341,57,67,42,17.1,23.45,14.7,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX01342,30,3,90,9,1.05,31.5,42,F,41-50, , , , , , , ,9,1.05,31.5, , , , , , , ,42
XX01343,3,33,2,0.9,11.55,0.7,13,F,11-20, , , , , , , ,0.9,11.55,0.7, , , , , , , ,13
XX01344,40,57,98,12,19.95,34.3,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX01345,20,37,40,6,12.95,14,33,F,31-40, , , , , , , ,6,12.95,14, , , , , , , ,33
XX01346,93,57,0,27.9,19.95,0,48,F,41-50, , , , , , , ,27.9,19.95,0, , , , , , , ,48
XX01347,27,37,90,8.1,12.95,31.5,53,D,51-60, , , , ,8.1,12.95,31.5, , , , , , , , , ,53, 
XX01348,13,50,40,3.9,17.5,14,35,F,31-40, , , , , , , ,3.9,17.5,14, , , , , , , ,35
XX01349,60,90,72,18,31.5,25.2,75,B+,71-80, , , , , , , , , , , ,75, , , , , , 
XX01350,63,70,20,18.9,24.5,7,50,D,41-50, , , , ,18.9,24.5,7, , , , , , , , , ,50, 
XX01351,83,10,12,24.9,3.5,4.2,33,F,31-40, , , , , , , ,24.9,3.5,4.2, , , , , , , ,33
XX01352,100,10,8,30,3.5,2.8,36,F,31-40, , , , , , , ,30,3.5,2.8, , , , , , , ,36
XX01353,57,70,30,17.1,24.5,10.5,52,D,51-60, , , , ,17.1,24.5,10.5, , , , , , , , , ,52, 
XX01354,53,50,92,15.9,17.5,32.2,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX01355,40,53,75,12,18.55,26.25,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX01356,37,40,100,11.1,14,35,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX01357,17,20,78,5.1,7,27.3,39,F,31-40, , , , , , , ,5.1,7,27.3, , , , , , , ,39
XX01358,67,47,65,20.1,16.45,22.75,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX01359,47,57,5,14.1,19.95,1.75,36,F,31-40, , , , , , , ,14.1,19.95,1.75, , , , , , , ,36
XX01360,20,40,57,6,14,19.95,40,F,31-40, , , , , , , ,6,14,19.95, , , , , , , ,40
XX01361,0,3,82,0,1.05,28.7,30,F,21-30, , , , , , , ,0,1.05,28.7, , , , , , , ,30
XX01362,37,13,92,11.1,4.55,32.2,48,F,41-50, , , , , , , ,11.1,4.55,32.2, , , , , , , ,48
XX01363,43,63,85,12.9,22.05,29.75,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX01364,70,3,38,21,1.05,13.3,35,F,31-40, , , , , , , ,21,1.05,13.3, , , , , , , ,35
XX01365,90,87,65,27,30.45,22.75,80,A,71-80,80,90,87,65, , , , , , ,80, , , , , , , 
XX01366,80,30,70,24,10.5,24.5,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX01367,80,27,12,24,9.45,4.2,38,F,31-40, , , , , , , ,24,9.45,4.2, , , , , , , ,38
XX01368,87,80,30,26.1,28,10.5,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX01369,73,40,78,21.9,14,27.3,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX01370,73,73,95,21.9,25.55,33.25,81,A,81-90,81,73,73,95, , , , , , ,81, , , , , , , 
XX01371,17,27,68,5.1,9.45,23.8,38,F,31-40, , , , , , , ,5.1,9.45,23.8, , , , , , , ,38
XX01372,83,93,70,24.9,32.55,24.5,82,A,81-90,82,83,93,70, , , , , , ,82, , , , , , , 
XX01373,53,3,0,15.9,1.05,0,17,F,11-20, , , , , , , ,15.9,1.05,0, , , , , , , ,17
XX01374,83,57,10,24.9,19.95,3.5,48,F,41-50, , , , , , , ,24.9,19.95,3.5, , , , , , , ,48
XX01375,43,97,75,12.9,33.95,26.25,73,B,71-80, , , , , , , , , , , , ,73, , , , , 
XX01376,77,50,0,23.1,17.5,0,41,F,41-50, , , , , , , ,23.1,17.5,0, , , , , , , ,41
XX01377,93,37,22,27.9,12.95,7.7,49,F,41-50, , , , , , , ,27.9,12.95,7.7, , , , , , , ,49
XX01378,53,63,0,15.9,22.05,0,38,F,31-40, , , , , , , ,15.9,22.05,0, , , , , , , ,38
XX01379,50,67,25,15,23.45,8.75,47,F,41-50, , , , , , , ,15,23.45,8.75, , , , , , , ,47
XX01380,100,53,28,30,18.55,9.8,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX01381,53,100,50,15.9,35,17.5,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX01382,0,73,98,0,25.55,34.3,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX01383,60,37,2,18,12.95,0.7,32,F,31-40, , , , , , , ,18,12.95,0.7, , , , , , , ,32
XX01384,80,27,8,24,9.45,2.8,36,F,31-40, , , , , , , ,24,9.45,2.8, , , , , , , ,36
XX01385,10,93,22,3,32.55,7.7,43,F,41-50, , , , , , , ,3,32.55,7.7, , , , , , , ,43
XX01386,60,43,42,18,15.05,14.7,48,F,41-50, , , , , , , ,18,15.05,14.7, , , , , , , ,48
XX01387,77,97,22,23.1,33.95,7.7,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX01388,77,60,40,23.1,21,14,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX01389,90,90,5,27,31.5,1.75,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX01390,30,100,48,9,35,16.8,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX01391,67,27,30,20.1,9.45,10.5,40,F,31-40, , , , , , , ,20.1,9.45,10.5, , , , , , , ,40
XX01392,50,40,70,15,14,24.5,54,D,51-60, , , , ,15,14,24.5, , , , , , , , , ,54, 
XX01393,83,83,0,24.9,29.05,0,54,D,51-60, , , , ,24.9,29.05,0, , , , , , , , , ,54, 
XX01394,43,70,15,12.9,24.5,5.25,43,F,41-50, , , , , , , ,12.9,24.5,5.25, , , , , , , ,43
XX01395,77,20,25,23.1,7,8.75,39,F,31-40, , , , , , , ,23.1,7,8.75, , , , , , , ,39
XX01396,17,57,92,5.1,19.95,32.2,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX01397,27,27,28,8.1,9.45,9.8,27,F,21-30, , , , , , , ,8.1,9.45,9.8, , , , , , , ,27
XX01398,17,90,32,5.1,31.5,11.2,48,F,41-50, , , , , , , ,5.1,31.5,11.2, , , , , , , ,48
XX01399,0,87,42,0,30.45,14.7,45,F,41-50, , , , , , , ,0,30.45,14.7, , , , , , , ,45
XX01400,3,63,80,0.9,22.05,28,51,D,51-60, , , , ,0.9,22.05,28, , , , , , , , , ,51, 
XX01401,70,3,50,21,1.05,17.5,40,F,31-40, , , , , , , ,21,1.05,17.5, , , , , , , ,40
XX01402,87,20,5,26.1,7,1.75,35,F,31-40, , , , , , , ,26.1,7,1.75, , , , , , , ,35
XX01403,60,43,85,18,15.05,29.75,63,C,61-70, , , , , , , , , , , , , , ,63, , , 
XX01404,87,70,50,26.1,24.5,17.5,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX01405,67,70,90,20.1,24.5,31.5,76,B+,71-80, , , , , , , , , , , ,76, , , , , , 
XX01406,3,13,22,0.9,4.55,7.7,13,F,11-20, , , , , , , ,0.9,4.55,7.7, , , , , , , ,13
XX01407,43,3,30,12.9,1.05,10.5,24,F,21-30, , , , , , , ,12.9,1.05,10.5, , , , , , , ,24
XX01408,80,20,30,24,7,10.5,42,F,41-50, , , , , , , ,24,7,10.5, , , , , , , ,42
XX01409,40,60,42,12,21,14.7,48,F,41-50, , , , , , , ,12,21,14.7, , , , , , , ,48
XX01410,47,33,30,14.1,11.55,10.5,36,F,31-40, , , , , , , ,14.1,11.55,10.5, , , , , , , ,36
XX01411,17,97,25,5.1,33.95,8.75,48,F,41-50, , , , , , , ,5.1,33.95,8.75, , , , , , , ,48
XX01412,30,80,15,9,28,5.25,42,F,41-50, , , , , , , ,9,28,5.25, , , , , , , ,42
XX01413,43,63,88,12.9,22.05,30.8,66,C+,61-70, , , , , , , , , , , , , ,66, , , , 
XX01414,63,90,5,18.9,31.5,1.75,52,D,51-60, , , , ,18.9,31.5,1.75, , , , , , , , , ,52, 
XX01415,100,67,48,30,23.45,16.8,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX01416,23,10,70,6.9,3.5,24.5,35,F,31-40, , , , , , , ,6.9,3.5,24.5, , , , , , , ,35
XX01417,77,7,82,23.1,2.45,28.7,54,D,51-60, , , , ,23.1,2.45,28.7, , , , , , , , , ,54, 
XX01418,90,93,32,27,32.55,11.2,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX01419,67,83,90,20.1,29.05,31.5,81,A,81-90,81,67,83,90, , , , , , ,81, , , , , , , 
XX01420,80,43,88,24,15.05,30.8,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX01421,7,27,10,2.1,9.45,3.5,15,F,11-20, , , , , , , ,2.1,9.45,3.5, , , , , , , ,15
XX01422,3,30,18,0.9,10.5,6.3,18,F,11-20, , , , , , , ,0.9,10.5,6.3, , , , , , , ,18
XX01423,77,93,78,23.1,32.55,27.3,83,A,81-90,83,77,93,78, , , , , , ,83, , , , , , , 
XX01424,60,77,90,18,26.95,31.5,76,B+,71-80, , , , , , , , , , , ,76, , , , , , 
XX01425,20,3,5,6,1.05,1.75,9,F,0-10, , , , , , , ,6,1.05,1.75, , , , , , , ,9
XX01426,3,27,70,0.9,9.45,24.5,35,F,31-40, , , , , , , ,0.9,9.45,24.5, , , , , , , ,35
XX01427,20,17,52,6,5.95,18.2,30,F,21-30, , , , , , , ,6,5.95,18.2, , , , , , , ,30
XX01428,93,70,45,27.9,24.5,15.75,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX01429,97,13,78,29.1,4.55,27.3,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX01430,73,57,12,21.9,19.95,4.2,46,F,41-50, , , , , , , ,21.9,19.95,4.2, , , , , , , ,46
XX01431,50,33,8,15,11.55,2.8,29,F,21-30, , , , , , , ,15,11.55,2.8, , , , , , , ,29
XX01432,97,50,52,29.1,17.5,18.2,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX01433,77,50,70,23.1,17.5,24.5,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX01434,60,80,0,18,28,0,46,F,41-50, , , , , , , ,18,28,0, , , , , , , ,46
XX01435,63,57,20,18.9,19.95,7,46,F,41-50, , , , , , , ,18.9,19.95,7, , , , , , , ,46
XX01436,7,90,48,2.1,31.5,16.8,50,D,41-50, , , , ,2.1,31.5,16.8, , , , , , , , , ,50, 
XX01437,57,67,88,17.1,23.45,30.8,71,B,71-80, , , , , , , , , , , , ,71, , , , , 
XX01438,67,67,62,20.1,23.45,21.7,65,C+,61-70, , , , , , , , , , , , , ,65, , , , 
XX01439,93,40,42,27.9,14,14.7,57,D+,51-60, , , , , , , , , , , , , , , ,57, , 
XX01440,30,93,18,9,32.55,6.3,48,F,41-50, , , , , , , ,9,32.55,6.3, , , , , , , ,48
XX01441,37,93,85,11.1,32.55,29.75,73,B,71-80, , , , , , , , , , , , ,73, , , , , 
XX01442,7,77,28,2.1,26.95,9.8,39,F,31-40, , , , , , , ,2.1,26.95,9.8, , , , , , , ,39
XX01443,77,27,52,23.1,9.45,18.2,51,D,51-60, , , , ,23.1,9.45,18.2, , , , , , , , , ,51, 
XX01444,33,47,52,9.9,16.45,18.2,45,F,41-50, , , , , , , ,9.9,16.45,18.2, , , , , , , ,45
XX01445,73,37,10,21.9,12.95,3.5,38,F,31-40, , , , , , , ,21.9,12.95,3.5, , , , , , , ,38
XX01446,10,23,85,3,8.05,29.75,41,F,41-50, , , , , , , ,3,8.05,29.75, , , , , , , ,41
XX01447,47,67,88,14.1,23.45,30.8,68,C+,61-70, , , , , , , , , , , , , ,68, , , , 
XX01448,50,80,38,15,28,13.3,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX01449,10,93,82,3,32.55,28.7,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX01450,87,3,0,26.1,1.05,0,27,F,21-30, , , , , , , ,26.1,1.05,0, , , , , , , ,27
XX01451,20,43,48,6,15.05,16.8,38,F,31-40, , , , , , , ,6,15.05,16.8, , , , , , , ,38
XX01452,67,77,30,20.1,26.95,10.5,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX01453,93,83,35,27.9,29.05,12.25,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX01454,23,27,98,6.9,9.45,34.3,51,D,51-60, , , , ,6.9,9.45,34.3, , , , , , , , , ,51, 
XX01455,17,17,28,5.1,5.95,9.8,21,F,21-30, , , , , , , ,5.1,5.95,9.8, , , , , , , ,21
XX01456,37,7,8,11.1,2.45,2.8,16,F,11-20, , , , , , , ,11.1,2.45,2.8, , , , , , , ,16
XX01457,57,37,70,17.1,12.95,24.5,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX01458,87,97,25,26.1,33.95,8.75,69,C+,61-70, , , , , , , , , , , , , ,69, , , , 
XX01459,43,73,65,12.9,25.55,22.75,61,C,61-70, , , , , , , , , , , , , , ,61, , , 
XX01460,43,0,65,12.9,0,22.75,36,F,31-40, , , , , , , ,12.9,0,22.75, , , , , , , ,36
XX01461,57,23,55,17.1,8.05,19.25,44,F,41-50, , , , , , , ,17.1,8.05,19.25, , , , , , , ,44
XX01462,27,97,95,8.1,33.95,33.25,75,B+,71-80, , , , , , , , , , , ,75, , , , , , 
XX01463,17,27,5,5.1,9.45,1.75,16,F,11-20, , , , , , , ,5.1,9.45,1.75, , , , , , , ,16
XX01464,43,63,22,12.9,22.05,7.7,43,F,41-50, , , , , , , ,12.9,22.05,7.7, , , , , , , ,43
XX01465,53,10,65,15.9,3.5,22.75,42,F,41-50, , , , , , , ,15.9,3.5,22.75, , , , , , , ,42
XX01466,20,13,2,6,4.55,0.7,11,F,11-20, , , , , , , ,6,4.55,0.7, , , , , , , ,11
XX01467,57,93,18,17.1,32.55,6.3,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX01468,67,43,10,20.1,15.05,3.5,39,F,31-40, , , , , , , ,20.1,15.05,3.5, , , , , , , ,39
XX01469,13,0,42,3.9,0,14.7,19,F,11-20, , , , , , , ,3.9,0,14.7, , , , , , , ,19
XX01470,93,7,80,27.9,2.45,28,58,D+,51-60, , , , , , , , , , , , , , , ,58, , 
XX01471,53,43,70,15.9,15.05,24.5,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX01472,60,20,32,18,7,11.2,36,F,31-40, , , , , , , ,18,7,11.2, , , , , , , ,36
XX01473,83,53,60,24.9,18.55,21,64,C,61-70, , , , , , , , , , , , , , ,64, , , 
XX01474,60,50,90,18,17.5,31.5,67,C+,61-70, , , , , , , , , , , , , ,67, , , , 
XX01475,80,20,15,24,7,5.25,36,F,31-40, , , , , , , ,24,7,5.25, , , , , , , ,36
XX01476,57,47,62,17.1,16.45,21.7,55,D+,51-60, , , , , , , , , , , , , , , ,55, , 
XX01477,43,13,5,12.9,4.55,1.75,19,F,11-20, , , , , , , ,12.9,4.55,1.75, , , , , , , ,19
XX01478,87,13,5,26.1,4.55,1.75,32,F,31-40, , , , , , , ,26.1,4.55,1.75, , , , , , , ,32
XX01479,77,23,80,23.1,8.05,28,59,D+,51-60, , , , , , , , , , , , , , , ,59, , 
XX01480,47,20,32,14.1,7,11.2,32,F,31-40, , , , , , , ,14.1,7,11.2, , , , , , , ,32
XX01481,40,97,68,12,33.95,23.8,70,B,61-70, , , , , , , , , , , , ,70, , , , , 
XX01482,17,53,57,5.1,18.55,19.95,44,F,41-50, , , , , , , ,5.1,18.55,19.95, , , , , , , ,44
XX01483,73,17,30,21.9,5.95,10.5,38,F,31-40, , , , , , , ,21.9,5.95,10.5, , , , , , , ,38
XX01484,77,13,8,23.1,4.55,2.8,30,F,21-30, , , , , , , ,23.1,4.55,2.8, , , , , , , ,30
XX01485,50,43,0,15,15.05,0,30,F,21-30, , , , , , , ,15,15.05,0, , , , , , , ,30
XX01486,20,53,80,6,18.55,28,53,D,51-60, , , , ,6,18.55,28, , , , , , , , , ,53, 
XX01487,13,30,72,3.9,10.5,25.2,40,F,31-40, , , , , , , ,3.9,10.5,25.2, , , , , , , ,40
XX01488,97,27,50,29.1,9.45,17.5,56,D+,51-60, , , , , , , , , , , , , , , ,56, , 
XX01489,43,87,30,12.9,30.45,10.5,54,D,51-60, , , , ,12.9,30.45,10.5, , , , , , , , , ,54, 
XX01490,93,37,55,27.9,12.95,19.25,60,C,51-60, , , , , , , , , , , , , , ,60, , , 
XX01491,73,87,78,21.9,30.45,27.3,80,A,71-80,80,73,87,78, , , , , , ,80, , , , , , , 
XX01492,37,60,52,11.1,21,18.2,50,D,41-50, , , , ,11.1,21,18.2, , , , , , , , , ,50, 
